"word","freq"
"михайлівн",23
"мон",23
"дізн",23
"ознайом",23
"провідн",23
"хімічн",23
"історичн",23
"відбудет",23
"шевченк",23
"гімназ",23
"конкурсн",23
"посиланн",23
"нпу",23
"ефективн",22
"плющ",22
"час",22
"кількіст",22
"туризм",22
"принцип",22
"суспільств",22
"обмін",22
"stem",22
"викон",22
"момент",22
"значн",22
"дискус",22
"вдал",22
"полтавськ",22
"автор",22
"колег",22
"яскрав",22
"магістр",22
"магістрант",22
"гарн",22
"порад",22
"викликал",22
"запрошуєм",22
"субнаціональн",22
"пед",22
"кз",22
"проход",22
"екзамен",22
"екологічн",21
"складов",21
"зацікавлен",21
"підготовц",21
"доповідд",21
"категорі",21
"розповід",21
"самостійн",21
"спільнот",21
"ін",21
"боротьб",21
"найкращ",21
"тематик",21
"проводит",21
"губар",21
"поширенн",21
"ход",21
"інн",21
"розпочал",21
"soft",21
"кіберзлочин",21
"відзначил",21
"рис",21
"культур",20
"перевірк",20
"розвив",20
"сальник",20
"відом",20
"вигляд",20
"ставил",20
"окреслил",20
"реалізац",20
"екскурс",20
"найбільш",20
"обговорюв",20
"зустріл",20
"визнач",20
"миколайович",20
"звязк",20
"навчальнометодичн",20
"допомаг",20
"вибор",20
"звітн",20
"зацікавил",20
"зацікавленіст",20
"розпоч",20
"мар",20
"змістовн",20
"мисленн",20
"блок",20
"вік",20
"arduino",20
"працевлаштуванн",20
"бакалавр",20
"двер",20
"документ",19
"голов",19
"пропозиці",19
"засад",19
"нуш",19
"нічишин",19
"аспірант",19
"зазначил",19
"кругл",19
"здійснюєт",19
"центральн",19
"життєв",19
"оновленн",19
"стажуванн",19
"модератор",19
"досягнен",19
"елемент",19
"кіровоградщин",19
"захоплив",19
"вдячніст",19
"продемонструвал",19
"повн",19
"училищ",19
"пасічник",19
"цінност",19
"кабінет",19
"торгівл",19
"індивідуальн",19
"моніторинг",19
"ілліч",19
"параметр",19
"комплекс",19
"січн",19
"емоці",18
"гарант",18
"організаційн",18
"освітньопрофесійн",18
"юр",18
"удосконаленн",18
"здібност",18
"кнб",18
"визначен",18
"загал",18
"інтелектуальн",18
"біологічн",18
"компан",18
"минул",18
"базов",18
"громад",18
"розроблен",18
"бажанн",18
"краснощок",18
"петрівн",18
"спеціальн",18
"вікторівн",18
"рок",18
"конкретн",18
"аудиторі",18
"посад",18
"підрозділ",18
"мяк",18
"керув",18
"вітальн",18
"додатк",18
"завіт",18
"дзво",18
"обран",18
"особист",18
"бажаюч",18
"пропаганд",18
"рівноденн",18
"збор",17
"ініціатив",17
"колект",17
"напр",17
"поспілкув",17
"пошук",17
"навч",17
"створюв",17
"презентувал",17
"зібр",17
"под",17
"навчают",17
"макс",17
"звернул",17
"неділ",17
"карєрн",17
"мироненк",17
"віртуальн",17
"виготовленн",17
"анастас",17
"дослідницьк",17
"держав",17
"майстерклас",17
"арт",17
"тарас",17
"вчен",17
"гурток",17
"спостеріг",17
"черг",17
"диплом",17
"коротк",17
"поставлен",17
"виставк",17
"дипл",17
"затемненн",17
"розумінн",16
"сподіваєм",16
"віде",16
"рєзін",16
"інфб",16
"волонтерськ",16
"зазначен",16
"понятт",16
"вдосконаленн",16
"значенн",16
"повідомленн",16
"відкритт",16
"справжн",16
"ринк",16
"обєкт",16
"виявил",16
"зимов",16
"пров",16
"ум",16
"спектр",16
"цінн",16
"заслужен",16
"отримув",16
"визначенн",16
"експерт",16
"сергіївн",16
"відповідн",16
"upshift",16
"становленн",16
"верховн",16
"канд",16
"павл",16
"підсумков",16
"складанн",16
"визначил",16
"куценк",16
"район",16
"привітал",16
"показник",16
"сухомлинськ",16
"експеримент",16
"алгоритм",16
"ладиф",16
"поведінк",15
"onix",15
"запровадженн",15
"плідн",15
"дружн",15
"фах",15
"інформаційнокомунікаційн",15
"громадян",15
"сил",15
"природничоматематичн",15
"наданн",15
"годинник",15
"сприя",15
"прийм",15
"теор",15
"кваліфікац",15
"авторськ",15
"тепл",15
"хмельницьк",15
"екскурсі",15
"лаборатор",15
"сьогоденн",15
"умін",15
"харківськ",15
"ситуаці",15
"запросил",15
"побачит",15
"нин",15
"віт",15
"запрошен",15
"акбаш",15
"рівніст",15
"контекст",15
"напрацюванн",15
"неб",15
"овволчанськ",15
"стол",15
"точк",15
"міждисциплінарн",15
"принтер",15
"ярославович",15
"закінченн",15
"проаналізув",15
"ряд",15
"воїн",15
"вікторович",15
"півкул",15
"чин",14
"звязок",14
"рух",14
"критері",14
"положенн",14
"сертифік",14
"натхненн",14
"створит",14
"журнал",14
"фот",14
"важливост",14
"українц",14
"актуальніст",14
"вітал",14
"дискусі",14
"брал",14
"освітньонауков",14
"розкрил",14
"іноземн",14
"вільн",14
"більшіст",14
"народн",14
"світов",14
"аграрн",14
"валер",14
"особистост",14
"вирішенн",14
"очн",14
"обєднанн",14
"продукт",14
"інновац",14
"класн",14
"практиц",14
"проблемн",14
"рекомендаці",14
"спортивн",14
"ліл",14
"психолог",14
"професі",14
"javascript",14
"path",14
"prefix",14
"академ",14
"взят",14
"телефон",14
"учениц",14
"meet",14
"баланс",14
"культурн",14
"реал",14
"алл",14
"англійськ",14
"графічн",14
"собол",14
"мобільн",14
"ктб",14
"ситуац",14
"координатор",14
"тов",14
"музе",14
"пізнавальн",14
"войналович",14
"олексіївн",14
"ст",14
"терещук",14
"цифровізаці",14
"тест",14
"хвильов",14
"аспірантк",14
"слав",14
"тип",13
"допомогт",13
"тнб",13
"автоматизован",13
"обр",13
"єдин",13
"функці",13
"внутрішн",13
"зво",13
"обєдн",13
"підхід",13
"іван",13
"потенціал",13
"фмпнт",13
"народ",13
"поверхн",13
"взаємоді",13
"крок",13
"розглянул",13
"інформаціє",13
"інноваці",13
"ввинниченк",13
"проаналізувал",13
"реальност",13
"змаган",13
"київськ",13
"ігор",13
"олег",13
"виробництв",13
"космічн",13
"локац",13
"числ",13
"поді",13
"провест",13
"дал",13
"кандидатк",13
"безпосередн",13
"медичн",13
"олександрійськ",13
"інтеграц",13
"ділил",13
"еразмус",13
"виникненн",13
"нараз",13
"дитяч",13
"обовязков",13
"роботизован",13
"джерел",13
"статт",13
"харченк",13
"тестуванн",13
"пар",13
"варт",13
"шлянчак",13
"вступн",13
"пристро",13
"секці",13
"ткаченк",13
"пройш",13
"функц",13
"низк",13
"старшокласник",13
"бібліотек",13
"місяц",13
"забезпеч",13
"бот",13
"залученн",13
"зно",13
"мсіт",13
"довід",12
"причин",12
"окреслен",12
"вперш",12
"нагород",12
"цьогорічн",12
"проблематик",12
"бхб",12
"вернісаж",12
"відкрил",12
"чудов",12
"критичн",12
"найближч",12
"професіонал",12
"конструктор",12
"цикл",12
"друк",12
"тур",12
"іванович",12
"виготовлен",12
"представлял",12
"клочек",12
"секційн",12
"фінансов",12
"квест",12
"проект",12
"правильн",12
"прийом",12
"стрес",12
"детальніш",12
"перелік",12
"літератур",12
"стипенд",12
"руденк",12
"розглянут",12
"створил",12
"уманськ",12
"марин",12
"зробит",12
"вітчизнян",12
"поч",12
"буткевич",12
"розумн",12
"гуртожитк",12
"дошк",12
"колекц",12
"селищн",12
"побажал",12
"потрібн",12
"іванівн",12
"дні",12
"програмован",12
"характеристик",12
"оформленн",12
"компютер",12
"передвищ",12
"here",12
"датчик",12
"графік",12
"повідомил",12
"волонтер",12
"захисник",12
"українец",12
"аналітичн",12
"спеціалізован",12
"тришаров",12
"факт",12
"відновленн",12
"відбуваєт",12
"секц",12
"переробк",11
"повсякденн",11
"університетськ",11
"зворотн",11
"кредит",11
"сприянн",11
"яросл",11
"впевнен",11
"пропедевтичн",11
"партнер",11
"доступн",11
"дотриманн",11
"омтрифонов",11
"дидактичн",11
"тематичн",11
"завершальн",11
"творчост",11
"європ",11
"відвідувач",11
"денн",11
"згідн",11
"переход",11
"перехід",11
"сша",11
"корупці",11
"працю",11
"лектор",11
"необхідніст",11
"польщ",11
"підручник",11
"засновник",11
"мотиваці",11
"ззсо",11
"кращ",11
"черкаськ",11
"геометричн",11
"реч",11
"щирбул",11
"дух",11
"сумськ",11
"організув",11
"да",11
"конфлікт",11
"науководослідн",11
"урахуванн",11
"мав",11
"локаці",11
"спробув",11
"початок",11
"посібник",11
"військов",11
"ларис",11
"дослідник",11
"тичин",11
"сузір",11
"короленк",11
"перспективн",11
"lego",11
"дитин",11
"соцмереж",11
"виданн",11
"населенн",11
"демонстрац",11
"присяжнюк",11
"демонструв",11
"чистяков",11
"працюют",11
"панченк",11
"обчислювальн",11
"памят",11
"дозволя",11
"васильович",11
"профіл",11
"вибір",11
"використовуют",11
"запланован",11
"володимирович",11
"гідродинамічн",11
"валентинівн",11
"передбач",11
"небесн",11
"триваліст",11
"поліці",11
"аудит",11
"природ",10
"дпн",10
"обговорен",10
"плануванн",10
"результативн",10
"свобод",10
"тестов",10
"пан",10
"оцінк",10
"наголошен",10
"проходит",10
"слід",10
"традиц",10
"пленарн",10
"зробил",10
"неймовірн",10
"руханк",10
"побудов",10
"тенденці",10
"муз",10
"громадськост",10
"постанов",10
"президент",10
"бокатенк",10
"запрошенн",10
"зростанн",10
"розкр",10
"проєктн",10
"ткачук",10
"експертиз",10
"умінн",10
"показал",10
"сільськ",10
"повинн",10
"рябец",10
"весел",10
"побаж",10
"приєдн",10
"сприяют",10
"юридичн",10
"запит",10
"бесід",10
"територі",10
"поляг",10
"шановн",10
"збереженн",10
"знамянськ",10
"текстильн",10
"асоціаці",10
"вивч",10
"жан",10
"статистичн",10
"дошкільн",10
"gml",10
"альянс",10
"погляд",10
"ші",10
"цікавіст",10
"безпечн",10
"певн",10
"сері",10
"запитан",10
"офіційн",10
"спеціаліст",10
"баранюк",10
"нарадов",10
"власноруч",10
"пристр",10
"коміс",10
"набут",10
"microbit",10
"декоративноужитков",10
"палітр",10
"подан",10
"популяризац",10
"трифонов",10
"ворож",10
"пам",10
"анатоліївн",10
"ізюмченк",10
"науковоосвітн",10
"вишиванк",10
"устан",10
"чекаєм",10
"блокуванн",10
"приймальн",10
"бал",10
"термін",10
"досвідчен",10
"гідн",10
"запропонувал",10
"функціональн",10
"зсу",10
"канал",10
"відеоурок",10
"богданівськ",10
"логістик",10
"овприсяжнюк",10
"температур",10
"дисертац",10
"пакет",10
"шар",10
"позакласн",10
"комітет",10
"гв",10
"classroom",10
"використан",9
"перед",9
"вдячн",9
"кадр",9
"авраменк",9
"допомагают",9
"висловлюєм",9
"наявн",9
"новітн",9
"процедур",9
"дорог",9
"зазначит",9
"написанн",9
"перевірит",9
"сергійович",9
"хомич",9
"цтм",9
"якіст",9
"дисертаційн",9
"олекс",9
"структурн",9
"побачил",9
"трьох",9
"наприклад",9
"відзнач",9
"запобіганн",9
"ключов",9
"наслідк",9
"пройт",9
"емоційн",9
"обмежен",9
"тривал",9
"місцев",9
"відчут",9
"можлив",9
"трив",9
"історіє",9
"залишил",9
"станц",9
"волейбол",9
"слух",9
"опублікован",9
"сілезьк",9
"візит",9
"карт",9
"наведен",9
"атестаці",9
"пропозиц",9
"кваліфікован",9
"продовжит",9
"фаз",9
"покерув",9
"проектуванн",9
"астроном",9
"збірник",9
"знайт",9
"реформуванн",9
"наказ",9
"запрош",9
"допомож",9
"майстр",9
"ресур",9
"характер",9
"and",9
"мандрівк",9
"доповнен",9
"академік",9
"сформованост",9
"задоволен",9
"зупин",9
"особ",9
"ляльк",9
"співробітництв",9
"web",9
"подарунк",9
"офіс",9
"лист",9
"кампані",9
"набор",9
"instagram",9
"виявленн",9
"демонстраці",9
"колекці",9
"нво",9
"номінац",9
"огляд",9
"юлі",9
"пожежн",9
"спеціалізаціє",9
"цтбс",9
"інклюзивн",9
"ки",9
"рук",9
"попередн",9
"секретар",9
"весн",9
"креативн",9
"рівнян",9
"підготовлен",9
"зазнач",9
"явищ",9
"простір",9
"клаптик",9
"ознайомлен",9
"камер",9
"кур",9
"новгородківськ",9
"повітр",9
"робит",9
"політик",9
"північн",9
"щорічн",9
"експертконсультант",9
"масов",9
"семестр",9
"мельничук",9
"іспит",9
"ктбс",9
"акц",8
"шкідлив",8
"android",8
"онікссистемз",8
"алін",8
"чітк",8
"будов",8
"документаці",8
"опануванн",8
"орган",8
"приділен",8
"ід",8
"код",8
"насичен",8
"висновк",8
"насамкінец",8
"спеціалізаці",8
"глибок",8
"мелешк",8
"номер",8
"номінаці",8
"перекон",8
"пісн",8
"серц",8
"талановит",8
"заочн",8
"західн",8
"відгук",8
"схвальн",8
"варіант",8
"міністр",8
"однаков",8
"поясн",8
"традиці",8
"вимір",8
"включ",8
"лідер",8
"зовнішн",8
"підвищув",8
"концепці",8
"детал",8
"здатн",8
"робототехнічн",8
"розробц",8
"дітьм",8
"залиш",8
"практикант",8
"тижден",8
"бачит",8
"змаг",8
"склал",8
"наст",8
"продовжил",8
"підтримув",8
"командн",8
"встановленн",8
"екзаменаційн",8
"необхідност",8
"навчит",8
"новин",8
"одеськ",8
"охарактеризувал",8
"настановч",8
"проєктуванн",8
"адрес",8
"безкоштовн",8
"здійсненн",8
"звершен",8
"майстрин",8
"швейн",8
"гот",8
"кошт",8
"здійснил",8
"земн",8
"орбіт",8
"прилад",8
"співорганізатор",8
"станут",8
"фонд",8
"геро",8
"рр",8
"плануєт",8
"вислов",8
"онлайнзустріч",8
"предметн",8
"діяч",8
"ганенк",8
"вір",8
"долуч",8
"функціонуванн",8
"відзначит",8
"лупан",8
"ґрунтовн",8
"iiii",8
"випуск",8
"вишивк",8
"діан",8
"кулінарн",8
"увійшл",8
"єлизавет",8
"калькулятор",8
"розвязк",8
"схарактеризувал",8
"дснс",8
"загибл",8
"нмт",8
"переглянут",8
"сум",8
"звіт",8
"фінансовоекономічн",8
"містит",8
"профес",8
"сервіс",8
"веснян",8
"доступ",8
"знаходит",8
"будьяк",8
"здобутт",8
"розподіл",8
"данил",8
"південн",8
"дослід",8
"чінч",8
"обробк",8
"технологіє",8
"тканин",8
"спрямуванн",8
"алгебр",8
"порядк",8
"впор",8
"змогл",8
"зібран",8
"механізм",8
"начальник",8
"олександрович",8
"олексійович",8
"передбачен",8
"гнучк",8
"ділов",8
"зупинил",8
"делегац",8
"представ",8
"кібербезпек",8
"вимірюванн",8
"maple",8
"геннадіївн",8
"діяльнісн",8
"установ",8
"інженерн",8
"засіб",8
"освітян",8
"суспільн",8
"астрономічн",8
"ноч",8
"пліч",8
"контролер",8
"фізмат",8
"science",8
"калініченк",8
"сонцестоянн",8
"зйомк",8
"зондуванн",8
"належн",7
"отримал",7
"речовин",7
"ініціатор",7
"відмінн",7
"називаєт",7
"невелик",7
"продовжуєт",7
"ітгалуз",7
"видан",7
"засвоєнн",7
"овпуляк",7
"сильн",7
"презентаціє",7
"складник",7
"свідом",7
"спорт",7
"акці",7
"єднанн",7
"міністерств",7
"зал",7
"крас",7
"родин",7
"комунікац",7
"продемонстрован",7
"відповідност",7
"антонін",7
"зарубін",7
"місцевост",7
"унікальн",7
"ефект",7
"природн",7
"республік",7
"світл",7
"стандартн",7
"адміністраці",7
"сер",7
"спосіб",7
"фактор",7
"діалог",7
"брат",7
"відповідальніст",7
"гостьов",7
"готовніст",7
"здатніст",7
"особистісн",7
"успішност",7
"завершил",7
"упровадженн",7
"пріоритетн",7
"обєднан",7
"студі",7
"територіальн",7
"зусил",7
"співпрацюют",7
"ставит",7
"знайомств",7
"львівськ",7
"нестеренк",7
"рейтинг",7
"виклад",7
"кононенк",7
"максимальн",7
"призначенн",7
"гра",7
"приз",7
"стратег",7
"активніст",7
"початк",7
"спілкув",7
"відвідуванн",7
"групов",7
"мирн",7
"бобр",7
"докторк",7
"ста",7
"захищен",7
"публікац",7
"спамбот",7
"увімкнут",7
"випускниц",7
"тривог",7
"the",7
"американськ",7
"допоможут",7
"включенн",7
"продовж",7
"стратегі",7
"урочист",7
"товариств",7
"угод",7
"реєстраці",7
"доповідачк",7
"панельн",7
"дозволяют",7
"ос",7
"гайд",7
"інтегративн",7
"бо",7
"відзначен",7
"доросл",7
"орієнтув",7
"висновок",7
"корпус",7
"навчальнонауков",7
"пол",7
"розкрит",7
"unity",7
"двигун",7
"розробник",7
"захопленн",7
"зрозуміл",7
"здійснюв",7
"налаштуванн",7
"схем",7
"інтерфейс",7
"здобут",7
"неабияк",7
"розвязув",7
"наталі",7
"позашкільн",7
"розробил",7
"юнацьк",7
"інтерєр",7
"профільн",7
"залишаєм",7
"збройн",7
"одночасн",7
"родзинк",7
"вад",7
"застосовув",7
"комбінаторик",7
"юв",7
"закріпленн",7
"персональн",7
"твфурсик",7
"небайдуж",7
"оргкомітет",7
"ключник",7
"scopus",7
"комплексн",7
"одиниц",7
"кол",7
"мехатронік",7
"рекламн",7
"інспектор",7
"опитуванн",7
"лун",7
"невідємн",7
"вікторі",7
"реалізован",7
"поточн",7
"бевз",7
"нормативн",7
"фоменк",7
"кіберполіціє",7
"вивчают",7
"опорн",7
"великодн",7
"куточк",7
"рівнянн",7
"класичн",7
"httpstmeebxzhbfhxbszyi",7
"законодавств",7
"нв",7
"робітник",7
"цифровізац",7
"гайворонськ",7
"диск",7
"договор",7
"призер",7
"скічк",7
"вибірков",7
"вказан",7
"стосув",7
"лочистяк",7
"достатн",7
"дійшл",7
"випускн",7
"києв",7
"титаренк",7
"бюджетуванн",7
"тмтпопбж",7
"стійкост",6
"designer",6
"врахув",6
"найуспішніш",6
"партнерств",6
"опанув",6
"пропон",6
"підтрим",6
"ризик",6
"єктс",6
"зручн",6
"кордон",6
"мод",6
"домашн",6
"поєднанн",6
"адаптаці",6
"зауважил",6
"карин",6
"студкуратор",6
"дод",6
"стін",6
"єдност",6
"забезпечит",6
"омщирбул",6
"покликан",6
"подопригор",6
"світогляд",6
"випадк",6
"внесок",6
"сприят",6
"вийшл",6
"вірш",6
"грамот",6
"сцен",6
"чек",6
"комунікаці",6
"приміщенн",6
"філологі",6
"модернізаці",6
"оцінил",6
"розташован",6
"ча",6
"близьк",6
"влад",6
"восен",6
"двіч",6
"заходит",6
"корист",6
"оон",6
"росі",6
"стрілк",6
"ухвалил",6
"бізнес",6
"рішен",6
"стил",6
"покращенн",6
"закон",6
"уявленн",6
"автоматизаці",6
"займ",6
"системн",6
"створю",6
"ділит",6
"міс",6
"рідн",6
"познайомил",6
"тренер",6
"четверт",6
"єгор",6
"гвдефорж",6
"зображенн",6
"допомогл",6
"клуб",6
"колективн",6
"приходьк",6
"ян",6
"гру",6
"емоц",6
"підвел",6
"компетентніст",6
"норм",6
"аркушин",6
"ек",6
"динамік",6
"жив",6
"пропонув",6
"будівельн",6
"очікуван",6
"баж",6
"благодійн",6
"зявил",6
"машин",6
"оновлен",6
"осіб",6
"розширит",6
"шитт",6
"subgend",6
"дисбаланс",6
"пон",6
"прихован",6
"просуванн",6
"стереотип",6
"жител",6
"річн",6
"fmnstcsp",6
"реєстрац",6
"врахуванн",6
"відмінност",6
"тренд",6
"уад",6
"функціон",6
"дослідил",6
"затемнен",6
"зорян",6
"планет",6
"відпочинк",6
"флор",6
"методологічн",6
"сурін",6
"вчил",6
"згод",6
"категор",6
"логік",6
"нестандартн",6
"позиц",6
"почал",6
"scientific",6
"вісник",6
"залучен",6
"публікаці",6
"історик",6
"настр",6
"таймменеджмент",6
"асоціац",6
