"document","text","negative","positive","sentiment_score"
94,"день четверокурсника   важлива подія для будь якого студента  оскільки це означає  що наближається завершення навчання в університеті  це особливий день  коли студенти можуть відзначити свій успіх і досягнення на шляху до здобуття вищої освіти й отримання диплома  цього дня студенти зазвичай збираються разом  університетські аудиторії  де студенти проводять більшість свого часу  стають місцем зустрічі та святкування  у цей день студенти згадують та обговорюють свої переживання  події  враження  які вони отримали за час свого навчання в університеті  вони діляться власними історіями та пригодами  що допомагає їм зберегти спогади про свої студентські роки  традиційно у день четверокурсника студенти фмпнт цікаво провели день  розгадували ребуси  згадували цікаві  веселі історії  дивились мультфільм  думками навиворіт   скуштували піцу  чаювали  це час  коли студенти можуть розслабитися та насолоджуватися компанією один одного  один місяць залишається до отримання диплома  тому день четверокурсника є чудовою нагодою для студентів підсумувати свої досягнення  підготуватися до майбутніх звершень та можливостей  які чекають на них після випуску  інформацію підготувала студентська рада факультету  ",0,2,2
95,"цікавий і пізнавальний тренінг проведено під час тижня факультету математики  природничих наук та технологій професоркою кафедри математики та методики її навчання наталією пасічник  захід відвідали студент спеціальностей     менеджмент      економіка      середня освіта  біологія та здоров я людини       середня освіта  трудове навчання та технології       професійна освіта  технологія виробів легкої промисловості       професійна освіта  цифрові технології   креативно й оригінально наталія олексіївна презентувала студентам основи економічних понять  як от  організація витрат  уміння розподілу бюджету тощо  особливу зацікавленість виявили студенти до психологічних аспектів уподобань при здійсненні миттєвих покупок без зайвих потреб  про кредити і депозити  про заощадження у вигляді  фінансової подушки безпеки   про успіх і гарне почуття власної гідності  грамотне управління ресурсами  планування і правильний вибір джерел фінансування це те  що вкрай потрібно знати молодим людям  які вже можуть заробляти кошти й успішно розміщувати у цінні папери  чи інвестиційні проєкти  чи вкладати у розвиток здібностей  вмінь  навичок  комунікативних і проактивних практик тощо  принципи і поради для грамотного керування коштами зацікавили молодь  тому тренінг проведено успішно  інформацію надано кафедрою математики та методики її навчання  ",1,0,-1
96,"на базі кафедр математики і методики її навчання  кафедри педагогіки та спеціальної освіти цду імені володимира винниченка відбувся черговий випуск слухачів курсів підвищення кваліфікації вчителів математики  заздалегідь був затверджений розклад занять і склад викладачів  зокрема  це досвідчені викладачі професіонали кафедр   доктор історичних наук  професор ренат ріжняк  докторка педагогічних наук  доцентка юлія ботузова  кандидати педагогічних наук  доценти наталія войналович  вікторія нічишина вікторівна і долорес завітренко     слухачів курсів підвищення кваліфікації мали опрацювати п ять освітніх компонентів  які містили матеріали про важливі й актуальні питання сучасної освіти та шляхи їхнього вирішення  зокрема  ренат ріжняк схарактеризував можливості використання інформаційно комунікаційних технологій в освітньому процесі та продемонстрував їх на конкретних прикладах  юлія ботузова ознайомила вчителів математики із сучасними інноваційними технологіями навчання математики  схарактеризувала їхні особливості та специфіку застосування  також продемонструвала процес створення аплету geogebra на конкретних прикладах  наталія войналович визначила роль математичних задач у навчанні математики та схарактеризувала їх з позицій формування ключових компетентностей  також продемонструвала можливості задач комбінаторики і теорії ймовірностей у формуванні ключових компетентностей учнів  вікторія нічишина розглянула мету  зміст  способи  форми та методи інтеграції при вивченні математики у закладах загальної середньої освіти  також навела приклади змістової інтеграції та інтеграції за методом розв язування різних типів рівнянь  долорес завітренко під час занять на курсах підвищення кваліфікації вчителів математики окреслила особливості реалізації інклюзивного навчання в закладах загальної середньої освіти  зокрема  розглянула мету і зміст інклюзії  роль учителя в інклюзивній моделі освіти  на завершення курсів підвищення кваліфікації вчителі математики успішно склали вихідне діагностування  отримали сертифікати про підвищення кваліфікації за напрямом  розвиток професійних компетентностей  знання навчального предмета  фахових методик  технологій   зі спеціальності        середня освіта  математика  обсягом    годин    кредит єктс  та висловили вдячність викладачам курсів за корисні та своєчасні матеріали  які допоможуть у повсякденній вчительській праці  організатори курсів підвищення кваліфікації вчителів запрошують учителів поповнювати свої знання й отримувати корисний досвід в цду імені володимира винниченка  інформацію надано кафедрою математики та методики її навчання  ",1,0,-1
97,"   квітня в межах тижня факультету математики  природничих наук та технологій студенти групи гм  б провели інтерактив  discovering geography   на захід завітали учні    філологічного   та    фізико математичного класів кз  ліцей  науковий  міської ради міста кропивницького   студенти данило нечай  данило ковальчук анастасія малєєва разом з канд  геогр  наук  доцентом наталією масловою у цікавій формі ознайомили учнів з особливостями навчання за освітньою програмою  середня освіта  географія та мова і література  англійська    в інтерактив форматі поспілкувалися з учнями про географію англійською мовою  під час заходу учні мали змогу     довідатися про співпрацю під час навчання з відомим географом  членом американської асоціації географів та національної ради з географічної освіти  професором джорджем уайтом з державного університету південної дакоти  місто брукінз  сша   зокрема два цикли лекцій дискурсів та участь у віртуальному обміні студентами за програмою education usa  академія лідерства з інтернаціоналізації   побачити відеоролик про війну в україні  підготовлений для для американських студентів з метою візуалізації та донесення обʼєктивної інформації про агресію рф проти україни     ознайомитися з цікавим досвідом підготовки студентами навчальних географічних відеоматеріалів англійською мовою та переглянути створені здобувачами освіти відеоролики за темами  євразія  і видатні туристичні обʼєкти світу      дізнатися про найцікавіший складник освітнього процесу зі спеціальності  середня освіта  географія     навчальні польові географічні практики  які традиційно проходять на побужжі  заході та півдні україни  побачити відеоролик про мандрівку студентів західною україною у межах комплексної фізико географічної практики  учасники заходу активно спілкувалися  учні актуалізували свої знання з географії та англійської мови  висловили думки за темою зустрічі  поділитися враженнями  у підсумку зазначили  що навчання за оп  середня освіта  географія та мова і література  англійська    забезпечує досить незвичне  але надзвичайно цікаве поєднання спеціальностей і розширює перспективи для професійної реалізації випускників  інформацію надано кафедрою природничих наук і методик їхнього навчання  ",1,1,0
98,"упродовж минулого тижня        квітня  студенти та викладачі провели низку заходів  які інформативно й цікаво презентували факультет математики  природничих наук та технологій  однією з важливих подій стала  ранкова кава зі стейкхолдерами    спілкування і налагодження взаємодії освіти і ринку праці  під час проведення цього заходу розглянуто питання гарантування високої якості реалізації та моніторингу освітньо професійних програм  які реалізуються на факультеті  саме стейкхолдери можуть визначати пріоритетні напрями професійної підготовки і умовах освітніх інновацій  надавати поради щодо підвищення якості практичної підготовки здобувачів вищої освіти  сприяти реалізації виробничих практик  ректор цду імені володимира винниченка євген соболь зазначив  що в університеті значна увага приділяється взаємодії зі стейкхолдерами  у межах цієї співпраці організовано різноманітні заходи  проводяться відкриті лекції та тренінги  студенти проходять виробничу практику і працевлаштовуються у компаніях  на підприємствах  у закладах загальної середньої і професійної освіти тощо  декан фмпнт тетяна фурсикова зазначила  що співпраця зі стейкхолдерами є важливою для забезпечення якості освітньої діяльності та якості вищої освіти в університеті  стейкхолдери  студенти   наші партнери  ми разом зацікавлені в якісній професійній підготовці майбутніх фахівців  присутні на зустрічі представники бізнесу  державного і муніципального сектору економіки  керівники закладів середньої та фахової передвищої освіти високо оцінили рівень підготовки випускників факультету математики  природничих наук та технологій  окреслили напрями вдосконалення освітніх програм  зустріч була вдалою  плідною і приємною  плануємо і надалі запрошувати до співпраці стейкхолдерів нашого університету  інформацію надано кафедрою математики та методики її навчання  ",1,0,-1
100,"у межах тижня факультету математики  природничих наук та технологій відбувся конкурс робіт за темою  розробка графічного редактора   змагалися студенти   курсу спеціальності  комп ютерні науки   додатки створювались з використанням засобів visual c    усі роботи  представлені на конкурсі  мають унікальний дизайн та суттєво відрізняються функціональністю  фіналістів визначали дружнім голосуванням  у якому взяли участь як студенти  так і викладачі факультету  пропонуємо найцікавіші розробки  які виграли в конкурсі  робота максима лікаренка  робота руслана старухіна  розробка юрія грицуна  розробка михайла рехмана  інформацію надано кафедрою інформатики та інформаційних технологій  ",0,4,4
101,"у вівторок    квітня відбулася екскурсія до лабораторії програмування мікроконтролерів та робототехніки  завітали учні з комунального закладу  фортечна гімназія кропивницької міської ради  разом з вчителем тетяною прядун  випускницею факультету математики  природничих наук та технологій  екскурсію провели завідувачка кафедрою світлана шлянчак і викладачка людмила ганенко  студенти спеціальностей середня освіта  інформатика  та комп ютерні науки демонстрували власні проєкти  андрій ткаченко  сергій котельніков  наталія черненко  максим мелешко  для учнів провели майстер клас  де кожен учасник працював з мінікомп  ютером micro bit  зокрема написали код та запустили його на виконання  для підвищення мотивації школярів до вивчення робототехніки кафедра інформатики та інформаційних технологій планує надалі здійснювати такі заходи систематично  запрошуємо на навчання усіх бажаючих  ви отримаєте сучасні знання і навички з електроніки та робототехніки  програмування мікроконтролерів і станете фахівцем у галузі інформаційних технологій  інформацію надано кафедрою інформатики та інформаційних технологій  ",0,2,2
104,"у рамках тижня факультету математики  природничих наук та технологій    квітня      року до уваги студентів  викладачів та абітурієнтів була запропонована презентація наукового гербарію центральноукраїнського державного університету імені володимира винниченка  kpu   куратор наукового гербарію доцент кафедри природничих наук та методик їхнього навчання  доцент ганна аркушина ознайомила всіх зацікавлених з науковими основами гербарної справи в україні  європейських країнах та сша  пояснила роль наукового гербарію університету як єдиної регіональної гербарної колекції центральної україни  яка нараховує понад      екземплярів вищих рослин  студенти розглянули гербарні зразки  місце зберігання колекції та гербарних досліджень  отримали уявлення про технології збирання рослин в природних умовах  камеральної обробки рослинного матеріалу  гербаризації  збереження та поповнення гербарного фонду  також усім зацікавленим була надана інформація щодо ботанічних досліджень на сучасній території кіровоградщини  історії створення наукового гербарію університету з      року до теперішнього часу та процесу реєстрації його в міжнародній базі index herbariorum  нью йорк  сша   була висвітлена діяльність гербарію kpu  спрямована на збереження та поповнення існуючих колекцій  формування подальших напрямків досліджень флори кіровоградщини та центральної україни  вдосконалення бази даних про різноманітність рослинного світу  іншою біологічною локацією цього дня був природничий музей  екскурсію організувала професор ганна дефорж  а провела старший лаборант наталія ліщіменко  до екскурсії приєднався співробітник археологічного музею імені нінель бокій   археолог кирило панченко  він розказав присутнім цікаву інформацію про археологічні розкопки  антропологію  анатомічну будову стародавніх людей  про їхні захворювання та багато іншого  простір природничого музею поділений на три основні зони  лісова  водна і степова  кожну зону обладнано опудалами представників фауни  які проживають на території кіровоградської області  представлена експозиція відкрилася у      року  але робота зі створення музейних експонатів ведеться кафедрою ще з       в колекції музею представлені опудала ссавців і птахів нашого регіону  а також можна побачити велику колекцію комах  після екскурсії відвідувачі по новому відкрили для себе біологію та зауважили  що екскурсія була дуже цікавою  інформацію підготували доцент ганна аркушина  професор ганна дефорж та старший лаборант наталія ліщіменко  ",0,1,1
105,"у межах тижня факультету математики  природничих наук та технологій відбувся майстер клас  текстильна підставка під горнятко   захід для студентів провела доцент кафедри технологічної та професійної освіти людмила чистякова  присутні ознайомилися з технологією арт квілт  у якій з найдрібніших клаптиків тканини виготовляються корисні речі для тривалого використання  студентам презентовані інструменти та матеріали для шиття  із залишків тканин кожен обрав собі клаптики за кольором і виготовив підставку під горнятко  яка створює затишок при чаюванні чи кавуванні та захищає поверхню від гарячого  роботи вийшли дуже красиві й неповторні  відкриттям для студентів стала технологія вторинної переробки матеріалів  коли із зовсім непотрібних клаптиків виходить практична і корисна річ  присутні виявили бажання продовжити створення подібних виробів та вдосконалювати навички роботи з текстильним матеріалом  інформацію надано кафедрою технологічної та професійної освіти  ",0,1,1
107,"   квітня      року відбулося чергове засідання науково методичного семінару  актуальні проблеми навчання математики  інформатики та економіки  при кафедрі математики і методики її навчання  на порядку денному засідання семінару була тема  інтеграція у навчанні математики   розглянути яку запропонували доктор педагогічних наук  доцент кафедри математики і методики її навчання юлія ботузова та кандидат педагогічних наук  доцент кафедри математики і методики її навчання в в  нічишина  доповідь розпочала вікторія вікторівна нічишина  яка обгрунтувала актуальність розглядуваного питання  сформулювала мету інтеграції в освіті  визначальні аспекти поняття  інтеграція  в ззсо  описала зміст інтегративного підходу при вивченні математики в ззсо  охарактеризувала способи розгортання інтеграції в єдності з процесом диференціації при вивченні математики в ззсо  також спікер запропонувала шляхи застосування інтеграції у процесі формування предметно інтегративної системи навчання  наголосивши на тому  що одним з методів інтеграції є використання технології укрупнення дидактичних одиниць  далі в в  нічишина продемонструвала приклади     застосування одного із принципів технології укрупнення дидактичних одиниць   принципу протиставлення у навчанні математики     застосування інтеграції за методом розв язування рівнянь різних типів  продовжила тематику інтеграції у навчанні математики в ззсо юлія володимирівна ботузова  спікер присвятила свою доповідь геометричним ілюстраціям алгебраїчних задач  зокрема  наголосила на тому  що одним із пріоритетів розвитку математичної освіти  визначених у концепції математичної освіти    річної школи  є цілісне відображення компонентів математичної науки у змісті шкільного курсу математики  серед основних засад розробки змісту навчального матеріалу ю в  ботузова виділила інтеграцію геометричного матеріалу з арифметичним та алгебраїчним  при цьому можливості інтеграції алгебри та геометрії закладені в самій математиці через алгебраїчний та геометричний методи розв язування задач  далі спікер навела приклади розв язування математичних задач як алгебраїчним  так і геометричним методами  наголосивши на перевагах такого  подвійного  погляду на розв язки задач  насамкінець учасники семінари мали можливість побачити демонстрацію геометричного методу розв язування математичних задач за допомогою анімації та динамічного геометричного середовища geogebra  по завершенню доповідей відбулось жваве обговорення поставленої на семінарі проблематики  запрошуємо вчителів та науковців долучатися до роботи науково методичного семінару  актуальні проблеми навчання математики  інформатики та економіки  та ділитися з колегами своїми ідеями та науковими досягненнями    наступне засідання семінару  актуальні проблеми навчання математики  інформатики та економіки  відбудеться    травня      року  інформацію надано кафедрою математики і методики її навчання  ",0,1,1
109,"у межах тижня факультету математики  природничих наук та технологій відбувся  робо квест   організований студентами спеціальності професійна освіта  цифрові технології  та викладачами кафедри технологічної та професійної освіти дмитром соменком  миколою садовим та оленою трифоновою  до заходу долучилися учні фізико математичного класу ліцею  науковий   студенти групи цт  б роман островський і денис павлюк привітали учасників і поділилися інформацією та емоціями щодо технічного парку й напрацювань спеціальності професійна освіта  цифрові технології   сам  робо квест  містив два етапи      бої роботів   захід відбувся з використанням робо платформ  керованих через bluetooth і wi fi  кожен робот мав прикріплену повітряну кульку та вістря на передній частині  учасники  змагаючись між собою  намагалися чим швидше луснути якомога більше кульок противників  а переможцем став той  хто залишався з цілою кулькою  учасники демонстрували навички управління роботами та змагались за перемогу  змагання бойових роботів було дуже цікавим і захопливим конкурсом для учнів  що значно підвищило їхній інтерес до робототехніки  до інформатичних і математичних основ управління роботами  однак  перемога в цих боях залежала не лише від вміння керувати роботом  а й від того  як добре ліцеїсти ознайомились з його характеристиками та можливостями  цей конкурс не тільки забезпечив веселу та захопливу забаву  а й розвивав логічне мислення  креативність і здібності до роботи у команді      темна кімната   на другому етапі учням ліцею потрібно було за відведений час знайти прапорець з символікою нашого університету в кімнаті  в якій вони ніколи не бували  за допомогою рухомої робо платформи  робо платформа з відео інтерфейсом  управлінням через web сторінку та передачею даних за допомогою wi fi  після запуску платформа створює wi fi точку доступу  після підключення до якої потрібно зайти на сторінку локального web серверу  за допомогою зображення з web камери учні могли орієнтуватись у просторі та спробувати дослідити невідому кімнату  після кількох спроб  експериментів з обладнанням та тонкого налаштування параметрів інтерфейсу був обраний переможець  який впорався найшвидше з поставленим завданням  під час таких заходів учні не тільки мали можливість задовольнити свій інтерес до робототехніки і випробувати свої сили в захопливих змаганнях  але й познайомитися з досвідом роботи старших колег  які вже займаються цією справою на більш високому рівні  такі заходи стимулюють розвиток творчих і технічних здібностей учнів  розширюють їхні знання та досвід в галузі робототехніки та цифрових технологій  більш детально ознайомитись з процесом підготовки та самим заходом  ви можете переглянувши коротке відео романа островського  цт  б   joomlaworks  allvideos  plugin  v       starts here інформацію підготував к пед н  дмитро соменко  ",1,2,1
110,"почесна місія випала кафедрі технологічної та професійної освіти відкрити тиждень факультету математики  природничих наук та технологій  неабияке піднесення студентського настрою і гордість за навчання на факультеті відразу всі відчули  адже це особливий час  коли студенти  викладачі та науковці зібралися разом  щоб взяти участь у подіях  присвячених новим напрацюванням в науці та технологіях  поділитися досвідом  презентувати напрацювання кафедр  а також весело провести час у колі однодумців і прийняти участь в найрізноманітніших інтелектуальних і фізичних змаганнях  перший день тижня факультету був особливо важливим і для всього колективу кафедри технологічної та професійної освіти  адже випала нагода представити свої останні напрацювання в галузі робототехніки  мехатроніки  stem освіти та декоративно прикладного мистецтва  із молодіжною наполегливістю були продемонстровані різноманітні рухові й маніпуляційні можливості самостійно виготовлених студентами спеціальності професійна освіта  цифрові технології  роботів  що вразили глядачів своєю функціональністю  гостями виставки стали не лише викладачі та студенти факультету математики  природничих наук та технологій  а й ректор університету  професор євген соболь  приємно було бачити серед відвідувачів і учнів ліцею  науковий   окрім демонстрацій роботів  кафедра також представила свої дослідження в галузі мехатроніки  що є синергією механіки  електроніки та програмування  мехатронічні системи дозволяють використовувати різні сенсори  алгоритми та механізми для автоматизації процесів та управління технічними пристроями  кафедра представила декілька прототипів мехатронічних пристроїв  які використовуються в різноманітних сферах  таких як обробка матеріалів  автомобільна промисловість та інші  привабливими об єктами стали  d принтери  які виготовили андрій залевський  богдан апанасевич  і де використовується метод пошарового створення фізичного об єкту за цифровою  комп ютерною   d моделлю та виготовлені за його допомогою діючий верстат із числовим програмним керуванням  робот чистильщик та ряд  d моделей під керівництвом професора миколи садового  ст  викладача дмитра соменка  професора олени трифонової  програмована роборука виговлена студентами денисом павлюком  віталієм хомичем  денисом кориком  мариною рябоконь та романом островським здатна в автономному режимі роздавати рекламну продукцію і виконувати роль рекламного агента  викладачі  професор олена трифонова  ст  викладач дмитро соменко   роборука  є одночасно маніпулятором і моделлю промислового робота   керованого пристрою  оснащеного робочим органом для виконання рухових функцій  аналогічних до функцій руки людини  під час переміщення об єктів у просторі  оригінальний робот павук зібраний із деталей  виготовлених на  d принтері представляли студенти цифрових технологій віталій хомич  денис корик  денис павлюк  практична всі студенти спеціальності професійна освіта  цифрові технології  причетні до виготовлення механізованих колісних платформ на базі мікроконтролера arduino здатна як виконувати команди  що надходять до неї через bluetooth  так і діяти автономно  адже вона оснащена датчиками відстані  звуку   завідувач кафедри  професор микола садовий окремо акцентував увагу учасників заходу на будові квадрокоптера fimi a   призначенні його функціональних блоків  правилах і можливостях експлуатації  fimi a    квадрокоптер  що має низку вражаючих характеристик  дрон має подвійну систему позиціонування gps   глонасс  що забезпечує більш точні параметри польоту   мозком  квадрокоптера fimi a  є процесор cortex m  третього покоління  запис захоплюючого відео в full hd якості       x      пікселів  забезпечує камера з трьохосьовою цифровою стабілізацією зображення  учасники мали змогу покерувати програмованою робо рукою та механізованою платформою  колісна платформа на базі мікроконтролера arduino  з керуванням через bluetooth   особливо відвідувачів зацікавив lego слон   базова модель з комплекту lego mindstorms ev   який виготовляли студенти спеціальності середня освіта  трудове навчання та технології  під керівництвом влада губаря та студенти спеціальності професійна освіта  цифрові технології  денис павлюк і роман островський  відділ виставки  присвячений робототехніці та мехатроніці  був дуже цікавим та пізнавальним  усі гості змогли не тільки побачити різноманітні пристрої  але й дізнатися про те  як вони функціонують  бажаючі мали можливість самостійно покерувати деякими роботами  це була відмінна нагода для студентів  викладачів та гостей обмінятися знаннями та досвідом у галузі робототехніки та мехатроніки  широку гаму виробів декоративно ужиткового мистецтва  одягу  елементів інтер єру та багато іншого було представлено витворами студентів спеціальностей середня освіта  трудове навчання та технології  та професійна освіта  технологія виробів легкої промисловості   кожен охочий мав змогу помилуватися красотою виконаною студентами під началом викладачів кафедри технологічної та професійної освіти  попереду ще багато планів і проєктів  інформацію підготували професор микола садовий  ст  викладач дмитро соменко  професор олена трифонова  ",1,0,-1
