"word","freq"
"підготовц",9
"мрі",9
"запропонув",9
"привітал",9
"важливіст",9
"особист",9
"базов",9
"впровадженн",9
"показник",9
"інноваційн",9
"батьк",9
"талант",9
"черг",9
"дар",9
"омтрифонов",9
"стейкхолдер",9
"представлял",9
"проаналізув",9
"гарн",9
"охоч",9
"відповідальн",9
"харківськ",9
"складов",9
"експеримент",9
"кругл",9
"жвав",9
"способ",9
"провод",9
"нуш",9
"проходит",9
"час",9
"самостійн",9
"магістрант",9
"професорк",9
"classroom",9
"харченк",9
"самоврядуванн",9
"автор",9
"російськ",9
"ктб",9
"ктбс",9
"найкращ",8
"анастас",8
"васильович",8
"згідн",8
"коміс",8
"показ",8
"ілліч",8
"нагород",8
"юр",8
"пропозиці",8
"цифровізаці",8
"пед",8
"поверхн",8
"сонцестоянн",8
"академ",8
"зно",8
"стипенд",8
"зацікавленіст",8
"зйомк",8
"колег",8
"вдячніст",8
"літератур",8
"прийом",8
"іванівн",8
"обговорил",8
"проблемн",8
"дізн",8
"обовязков",8
"пам",8
"понятт",8
"інформаці",8
"запрошен",8
"район",8
"ліл",8
"мельничук",8
"проводит",8
"ситуац",8
"спілкуванн",8
"спільн",8
"вікторівн",8
"нічишин",8
"інтеграці",8
"гуртожитк",8
"двер",8
"щорічн",8
"спектр",8
"вільн",8
"плющ",8
"становленн",8
"інтерес",8
"взят",8
"реальн",8
"оформленн",8
"пропедевтичн",8
"підсумков",8
"фах",8
"індивідуальн",8
"побажал",8
"політик",8
"зазначил",8
"звязок",8
"безпосередн",8
"використовув",8
"джерел",8
"обговорен",8
"класн",8
"підтримк",8
"тижн",8
"школяр",8
"кабінет",8
"продукт",8
"фаз",8
"цикл",8
"дошкільн",8
"алгоритм",8
"числ",8
"памят",8
"підрозділ",8
"якісн",8
"небесн",8
"авраменк",8
"зондуванн",8
"тришаров",8
"хвильов",8
"новгородківськ",7
"диплом",7
"екзаменаційн",7
"елемент",7
"магістр",7
"випускн",7
"завершальн",7
"ресурс",7
"розроблен",7
"алін",7
"популяризац",7
"михайл",7
"києв",7
"київськ",7
"тепл",7
"чистяков",7
"орбіт",7
"північн",7
"спеціальн",7
"богданівськ",7
"мотиваці",7
"природничоматематичн",7
"провідн",7
"секц",7
"титаренк",7
"повідомил",7
"прийм",7
"воїн",7
"кіберзлочин",7
"пров",7
"функц",7
"зацікавлен",7
"зібр",7
"перелік",7
"постанов",7
"цьогорічн",7
"інновац",7
"загибл",7
"запросил",7
"ін",7
"клочек",7
"побаж",7
"потреб",7
"порядк",7
"посиланн",7
"ділов",7
"собол",7
"чекаєм",7
"ряд",7
"презентувал",7
"свобод",7
"гост",7
"слав",7
"центральн",7
"позитивн",7
"ставил",7
"зацікавил",7
"окреслил",7
"документаці",7
"огляд",7
"дружн",7
"макс",7
"розповід",7
"сьогоденн",7
"бюджетуванн",7
"звернул",7
"міністр",7
"шар",7
"калініченк",7
"короленк",7
"стол",7
"ізюмченк",7
"висновк",7
"вмінн",7
"попередн",7
"ситуаці",7
"гімназ",7
"дошк",7
"позакласн",7
"практикант",7
"рекомендаці",7
"розподіл",7
"народ",7
"гарант",7
"кваліфікац",7
"модератор",7
"характеристик",7
"змістовн",7
"передбач",7
"жан",7
"значенн",7
"неб",7
"сузір",7
"олександрович",7
"масов",7
"журнал",7
"канд",7
"фізмат",7
"проблематик",7
"гідродинамічн",7
"діяльнісн",7
"тмтпопбж",7
"селищн",7
"вік",6
"геннадіївн",6
"достатн",6
"рябец",6
"секретар",6
"спеціалізаціє",6
"старшокласник",6
"сформованост",6
"іванович",6
"аналітичн",6
"комплексн",6
"процедур",6
"стосув",6
"подяк",6
"бевз",6
"експертиз",6
"компані",6
"наказ",6
"інженерн",6
"інформаційнокомунікаційн",6
"вітал",6
"чінч",6
"бажанн",6
"астрономічн",6
"дні",6
"земн",6
"ноч",6
"ум",6
"факт",6
"автоматизован",6
"гайд",6
"графік",6
"олексіївн",6
"опорн",6
"хімічн",6
"трифонов",6
"віде",6
"делегац",6
"запланован",6
"керув",6
"українец",6
"запропонувал",6
"продемонструвал",6
"термін",6
"тест",6
"тестов",6
"комітет",6
"присудженн",6
"відом",6
"рр",6
"представ",6
"сільськ",6
"анатоліївн",6
"відзнач",6
"залученн",6
"стат",6
"включ",6
"кандидатк",6
"інклюзивн",6
"збор",6
"психолог",6
"ки",6
"javascript",6
"зробит",6
"температур",6
"геро",6
"обр",6
"потрібн",6
"навчают",6
"обєднанн",6
"виявленн",6
"відеоурок",6
"критичн",6
"мисленн",6
"пар",6
"функці",6
"поведінк",6
"пройш",6
"офіс",6
"да",6
"ділил",6
"життєв",6
"звіт",6
"обл",6
"розумн",6
"виробництв",6
"лочистяк",6
"спільнот",6
"запровадженн",6
"порад",6
"використовуют",6
"пройт",6
"виявил",6
"вказан",6
"нормативн",6
"диск",6
"михид",6
"дійшл",6
"актуальніст",6
"містит",6
"поставлен",6
"слід",6
"юридичн",6
"важливост",6
"статистичн",6
"дисертац",6
"опублікован",6
"статт",6
"плануванн",6
"covid",6
"gml",6
"path",6
"prefix",6
"засад",6
"мистецтв",6
"сумськ",6
"дисертаційн",6
"військов",6
"низк",6
"цтбс",6
"нарадов",6
"рідин",6
"вишиванк",6
"училищ",6
"єдин",6
"science",6
"тур",6
"iiii",6
"орієнтуванн",5
"традиц",5
"атестаці",5
"глибок",5
"денн",5
"екзаменатор",5
"здійснил",5
"олексійович",5
"умін",5
"щирбул",5
"аудиторі",5
"додатк",5
"досягнут",5
"приймальн",5
"креативн",5
"подякув",5
"проект",5
"web",5
"рівненськ",5
"сприяют",5
"ігор",5
"визначен",5
"мар",5
"призер",5
"скічк",5
"гуртк",5
"клаптик",5
"куточк",5
"наст",5
"початок",5
"південн",5
"академік",5
"вітчизнян",5
"доповідд",5
"категорі",5
"мобільн",5
"обмін",5
"павл",5
"підхід",5
"інтеграц",5
"предметн",5
"профіл",5
"баж",5
"важк",5
"візит",5
"друк",5
"мандрівк",5
"селищ",5
"визначенн",5
"визначил",5
"завідувачк",5
"охарактеризувал",5
"тестуванн",5
"угадуванн",5
"вдосконаленн",5
"детальніш",5
"експерт",5
"обєднан",5
"інформаціє",5
"гв",5
"сергійович",5
"терещенк",5
"допомаг",5
"здійснюєт",5
"виданн",5
"вікторі",5
"засіб",5
"зупин",5
"пошук",5
"досвідчен",5
"ззсо",5
"нагод",5
"сертифік",5
"відкрил",5
"освітньонауков",5
"студкуратор",5
"сподіваєм",5
"юрійович",5
"боротьб",5
"поліці",5
"локаці",5
"набул",5
"поляг",5
"роботизован",5
"решетнік",5
"захисник",5
"змінил",5
"майдан",5
"мирн",5
"наголошен",5
"пнм",5
"поч",5
"рок",5
"урочист",5
"логістик",5
"зустріл",5
"фот",5
"ініціатив",5
"реч",5
"дорог",5
"збройн",5
"плануєт",5
"мі",5
"пожежн",5
"цивільн",5
"гідн",5
"контент",5
"контекст",5
"реформуванн",5
"марин",5
"урахуванн",5
"місцев",5
"досягнен",5
"напр",5
"окреслен",5
"повязан",5
"задоволен",5
"вступн",5
"знаходит",5
"лв",5
"зупинил",5
"схвальн",5
"критері",5
"спричинил",5
"годинник",5
"місцевост",5
"народн",5
"неділ",5
"перехід",5
"варт",5
"командн",5
"нестеренк",5
"результативн",5
"врахуванн",5
"зазначен",5
"кадр",5
"необхідніст",5
"максимальн",5
"алл",5
"емоційн",5
"кандид",5
"фемінітив",5
"еволюці",5
"демографічн",5
"напрацюванн",5
"передбачен",5
"особистост",5
"космос",5
"метеор",5
"метеорн",5
"поток",5
"волейбол",5
"нин",5
"авторськ",5
"розкрил",5
"структурн",5
"натхненн",5
"здатніст",5
"плідн",5
"ринк",5
"доповідачк",5
"олекс",5
"збірник",5
"нв",5
"довгенк",5
"очікуван",5
"терещук",5
"цінн",5
"the",5
"одеськ",5
"торгівл",5
"чернівецьк",5
"начальник",5
"and",5
"дзз",5
"дослідницьк",5
"станц",5
"ст",5
"двошаров",5
"пакет",5
"фм",5
"iі",5
"наукометричн",5
"дискусі",5
"глушк",5
"здійснен",5
"корабл",5
"голованівськ",5
"експертконсультант",5
"перспективн",4
"більшіст",4
"костянтинович",4
"мироненк",4
"належн",4
"прийнял",4
"розклад",4
"ткачук",4
"внесок",4
"ід",4
"розташован",4
"спеціалізаці",4
"данил",4
"добр",4
"ковдр",4
"переробк",4
"весн",4
"кол",4
"називаєт",4
"планет",4
"площин",4
"тривалост",4
"чітк",4
"діяч",4
"ларис",4
"оргкомітет",4
"пленарн",4
"пол",4
"спрямуванн",4
"тип",4
"уманськ",4
"устан",4
"нво",4
"відбор",4
"виставк",4
"екран",4
"зал",4
"камер",4
"наприклад",4
"особ",4
"пристр",4
"продовжил",4
"семестр",4
"співпрацюют",4
"функціональн",4
"насамкінец",4
"послідовніст",4
"відзначен",4
"подан",4
"премі",4
"ав",4
"доросл",4
"екскурс",4
"зарубін",4
"слух",4
"ча",4
"завіт",4
"осен",4
"гогол",4
"зібрал",4
"ліні",4
"ніжинськ",4
"хмельницьк",4
"юлі",4
"оон",4
"сил",4
"фонд",4
"харк",4
"войналович",4
"кредит",4
"адаптаці",4
"вернісаж",4
"обговорит",4
"поспілкув",4
"опитуванн",4
"ознайомлен",4
"штучн",4
"arduino",4
"двигун",4
"кла",4
"контролер",4
"локац",4
"побудован",4
"цікавил",4
"бесід",4
"гідност",4
"дню",4
"дпн",4
"кураторськ",4
"переглянут",4
"площ",4
"поді",4
"президент",4
"жител",4
"квіт",4
"дал",4
"професі",4
"висновок",4
"віртуальн",4
"здатн",4
"повинен",4
"програмован",4
"талановит",4
"юріївн",4
"івсальник",4
"кур",4
"позашкільн",4
"дозволил",4
"документаціє",4
"конспект",4
"умінн",4
"викликал",4
"конкур",4
"можлив",4
"повніст",4
"цікавіст",4
"вимірюванн",4
"виникненн",4
"випадк",4
"емоці",4
"одяг",4
"розглянул",4
"кнб",4
"представит",4
"ретельн",4
"відзначаєт",4
"агентств",4
"генеральн",4
"директорат",4
"законодавств",4
"міністерств",4
"стратег",4
"інституційн",4
"mozaik",4
"брал",4
"вдосконалюв",4
"вибір",4
"ресур",4
"акцентувал",4
"вір",4
"наставник",4
"нестандартн",4
"юв",4
"кулик",4
"підтримув",4
"спрямованіст",4
"членкореспондент",4
"вперш",4
"залишил",4
"зворотн",4
"найбільш",4
"рух",4
"геометричн",4
"маєм",4
"рівнянн",4
"автоматичн",4
"відгук",4
"засвоєнн",4
"мультимедійн",4
"омщирбул",4
"інтелектуальн",4
"громадськост",4
"найближч",4
"переход",4
"природн",4
"росі",4
"світл",4
"світов",4
"сша",4
"відзначит",4
"змаган",4
"повітрян",4
"розвязув",4
"тривог",4
"вислов",4
"запит",4
"обмежен",4
"особистісн",4
"твлп",4
"ввинниченк",4
"зовнішн",4
"починаюч",4
"серпн",4
"схем",4
"територі",4
"тін",4
"пізнавальн",4
"суспільн",4
"абсолютн",4
"гіпотез",4
"лектор",4
"опанув",4
"subgend",4
"карт",4
"інфографік",4
"довел",4
"побачит",4
"приз",4
"драконід",4
"потік",4
"квест",4
"висвітлил",4
"здійсненн",4
"залиш",4
"координаційн",4
"дух",4
"готовніст",4
"фоменк",4
"запрош",4
"ключник",4
"рівнян",4
"виклад",4
"співавтор",4
"початк",4
"територ",4
"громад",4
"addyabfcfebaacc",4
"addyddbbadacdfdbfd",4
"fmnstcsp",4
"акці",4
"кращ",4
"плічк",4
"бакалаврат",4
"звершен",4
"анкетуванн",4
"вимір",4
"допомож",4
"жіноч",4
"загал",4
"нудн",4
"запрошенн",4
"опис",4
"орієнтовн",4
"освітян",4
"скласт",4
"вишивк",4
"доєдн",4
"сотн",4
"кваліфікован",4
"робітник",4
"увійшл",4
"присяжнюк",4
"фактор",4
"ілл",4
"виконавц",4
"політичн",4
"здобутт",4
"науководослідн",4
"співробітництв",4
"сум",4
"марафон",4
"ів",4
"вибірков",4
"контакт",4
"населенн",4
"приділен",4
"проц",4
"супутник",4
"хомич",4
"закріпленн",4
"яросл",4
"компютер",4
"слабозор",4
"викл",4
"сприянн",4
"вв",4
"внутрішн",4
"гуртов",4
"оп",4
"єлькін",4
"агресі",4
"політологі",4
"топографі",4
"addydbeabbbcdafeeaee",4
"сервіс",4
"security",4
"бал",4
"мультипредметн",4
"конструктор",4
"корол",4
"пілотован",4
"гнучк",4
"територіальн",4
"гайворонськ",4
"єднанн",4
"bandapixels",4
"кадров",4
"знз",4
"долинськ",4
"знамянськ",3
"спортивн",3
"stemосвіт",3
"арт",3
"вивч",3
"ек",3
"зав",3
"кононенк",3
"оволоділ",3
"переважн",3
"профільн",3
"проєктнотехнологічн",3
"підготовлен",3
"складанн",3
"компетенц",3
"продемонструва",3
"владисл",3
"втіленн",3
"подарунк",3
"будівельн",3
"валерійович",3
"гуманітарн",3
"залевськ",3
"офіційн",3
"слушн",3
"тривал",3
"донец",3
"дотриманн",3
"лисенк",3
"ситник",3
"чередніченк",3
"виготовлен",3
"перед",3
"робит",3
"текстильн",3
"використан",3
"восен",3
"ві",3
"двіч",3
"зим",3
"змінюют",3
"змінюєт",3
"літ",3
"однаков",3
"побуд",3
"положенн",3
"починаєт",3
"припад",3
"стоунхендж",3
"сход",3
"точок",3
"явищ",3
"зарубіжн",3
"методологічн",3
"паралельн",3
"проектуванн",3
"тенденці",3
"тичин",3
"тригонометричн",3
"філі",3
"іван",3
"ігткаченк",3
"інноваці",3
"інтегративн",3
"рахунок",3
"рейтинг",3
"затверджен",3
"іменн",3
"відеоматері",3
"гру",3
"демонстрац",3
"знайт",3
"компан",3
"ног",3
"поїздок",3
"презентаціє",3
"прибул",3
"прийн",3
"стенд",3
"сцен",3
"валер",3
"номер",3
"американськ",3
"архів",3
"голодомор",3
"памятайм",3
"кіберполіціє",3
"приєдн",3
"активніст",3
"валентинівн",3
"видан",3
"записк",3
"зрост",3
"криворізьк",3
"традиці",3
"черкаськ",3
"якіст",3
"upshift",3
"відраз",3
"дитяч",3
"дозволя",3
"організаціє",3
"кпн",3
"навел",3
"найважливіш",3
"специфік",3
"станут",3
"комунікаці",3
"характер",3
"бачит",3
"висвітленн",3
"відчут",3
"навч",3
"перспект",3
"рідн",3
"справжн",3
"python",3
"бібліотек",3
"графічн",3
"нараз",3
"рук",3
"сошлянчак",3
"обладнанн",3
"осінн",3
"принтер",3
"асоціац",3
"близьк",3
"громадянин",3
"демократичн",3
"затвердженн",3
"прагненн",3
"указ",3
"вшанув",3
"відзначают",3
"покладанн",3
"тематичн",3
"хвилин",3
"буткевич",3
"впевнен",3
"впевненост",3
"відмінност",3
"карєрн",3
"логістичн",3
"організув",3
"спеціаліст",3
"змогл",3
"наявн",3
"повинн",3
"прилад",3
"швейн",3
"дозвілл",3
"одночасн",3
"петрович",3
"групов",3
"документац",3
"календарнотематичн",3
"осмисленн",3
"приділил",3
"розробил",3
"мелешк",3
"наполеглив",3
"власноруч",3
"правильн",3
"продовжуют",3
"лист",3
"шановн",3
"дснс",3
"мам",3
"пожеж",3
"голосуванн",3
"обир",3
"зсу",3
"написанн",3
"доступн",3
"компетентн",3
"олег",3
"причин",3
"тарас",3
"цтм",3
"компетентніст",3
"культурн",3
"водночас",3
"впор",3
"відвідуванн",3
"забезпеч",3
"новоукраїнськ",3
"побажанн",3
"профес",3
"підвел",3
"творчост",3
"четверт",3
"вг",3
"осіб",3
"самоосвітн",3
"херсонськ",3
"кількост",3
"опануванн",3
"певн",3
"престиж",3
"пропон",3
"for",3
"заслугов",3
"наочн",3
"постановк",3
"поясненн",3
"принцип",3
"пристро",3
"сприя",3
"стандартн",3
"ґрунтовн",3
"зважаюч",3
"настановч",3
"поповкін",3
"спілкув",3
"схарактеризувал",3
"варіант",3
"заходит",3
"називают",3
"республік",3
"ухвалил",3
"ліс",3
"лун",3
"менш",3
"міцн",3
"перебув",3
"телефон",3
"тимчасов",3
"звернут",3
"зростанн",3
"науковец",3
"необхідност",3
"практиц",3
"придатност",3
"професіонал",3
"пріоритетн",3
"розглянут",3
"срібн",3
"узагальнен",3
"установ",3
"формулюванн",3
"цілк",3
"видн",3
"західн",3
"активност",3
"включенн",3
"оволодінн",3
"ставит",3
"сформув",3
"коментар",3
"пром",3
"растригін",3
"будов",3
"задавал",3
"насичен",3
"походженн",3
"шкал",3
"спричинен",3
"вивчают",3
"гендерноорієнтован",3
"динамічн",3
"мейнстримінг",3
"методолог",3
"посібник",3
"інструментар",3
"відмінн",3
"зво",3
"згод",3
"фільм",3
"трив",3
"дракон",3
"зірк",3
"комет",3
"назван",3
"прям",3
"радіант",3
"розмір",3
"частинк",3
"весел",3
"сильн",3
"сходинк",3
"андріївн",3
"видатн",3
"вшануванн",3
"коіпп",3
"підтрим",3
"говорил",3
"висловлюєм",3
"ділит",3
"серц",3
"спробув",3
"відпочинк",3
"захоплив",3
"зусил",3
"осін",3
"привітанн",3
"помічнянськ",3
"доповнен",3
"імерсивн",3
"грамотн",3
"подоланн",3
"почин",3
"лупан",3
"прихован",3
"тез",3
"асимптотичн",3
"відбувал",3
"дням",3
"всесвітн",3
"залучен",3
"перепідготовк",3
"адрес",3
"безкоштовн",3
"захищен",3
"подав",3
"спамбот",3
"увімкнут",3
"індексуєт",3
"карин",3
"онлайнзустріч",3
"орган",3
"под",3
"реєстрац",3
"дендропарк",3
"білет",3
"склал",3
"макарчук",3
"обслуговуванн",3
"анкет",3
"гендер",3
"дискус",3
"зосереджен",3
"погляд",3
"співвідношенн",3
"гащак",3
"нін",3
"побудов",3
"проєктн",3
"супровід",3
"вишиванн",3
"вишит",3
"алєксеєвец",3
"дав",3
"міжрегіональн",3
"прогноз",3
"erasmus",3
"веронік",3
"зміцненн",3
"ткаченк",3
"доступ",3
"житомир",3
"науковоосвітн",3
"польщ",3
"порушен",3
"clarivate",3
"доброчесност",3
"доброчесніст",3
"кириченк",3
"навчальнонауков",3
"політехнічн",3
"дидактик",3
"медичн",3
"механік",3
"імв",3
"бажают",3
"військ",3
"значущ",3
"космонавтик",3
"онойк",3
"супутников",3
"експертн",3
"заслух",3
"сп",3
"вм",3
"подопригор",3
"прийнятт",3
"приступил",3
"фундаментальн",3
"вад",3
"редакційновидавнич",3
